is_smell,CountDeclMethod,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,MaxInheritanceTree,SumCyclomaticStrict
False,55.0,17.0,19.0,2298.0,2.0,182.0
False,3.0,0.0,0.0,29.0,0.0,0.0
False,6.0,0.0,0.0,15.0,0.0,0.0
False,2.0,0.0,1.0,31.0,2.0,2.0
False,18.0,0.0,3.0,630.0,4.0,88.0
False,6.0,0.0,5.0,144.0,3.0,11.0
False,6.0,1.0,5.0,65.0,1.0,7.0
False,21.0,1.0,14.0,189.0,1.0,38.0
True,8.0,0.0,8.0,40.0,2.0,9.0
False,8.0,0.0,5.0,209.0,2.0,16.0
False,2.0,1.0,1.0,16.0,1.0,3.0
False,9.0,1.0,7.0,137.0,2.0,25.0
False,18.0,0.0,18.0,224.0,1.0,18.0
False,4.0,0.0,3.0,73.0,1.0,7.0
False,6.0,0.0,2.0,30.0,2.0,9.0
False,3.0,0.0,3.0,14.0,3.0,3.0
False,17.0,0.0,17.0,437.0,1.0,32.0
False,26.0,12.0,14.0,384.0,1.0,26.0
False,1.0,0.0,1.0,566.0,1.0,38.0
False,1.0,0.0,0.0,13.0,3.0,1.0
False,2.0,0.0,2.0,25.0,2.0,2.0
False,3.0,0.0,2.0,16.0,3.0,3.0
False,2.0,1.0,1.0,20.0,4.0,4.0
True,5.0,0.0,5.0,46.0,1.0,6.0
False,1.0,0.0,1.0,18.0,1.0,1.0
False,1.0,0.0,1.0,22.0,1.0,3.0
False,55.0,4.0,51.0,1102.0,1.0,139.0
False,1.0,0.0,1.0,35.0,2.0,4.0
False,11.0,0.0,10.0,94.0,3.0,19.0
False,2.0,1.0,1.0,10.0,1.0,2.0
False,2.0,1.0,1.0,21.0,1.0,3.0
False,1.0,0.0,1.0,73.0,1.0,8.0
False,1.0,0.0,1.0,5.0,3.0,1.0
True,56.0,0.0,56.0,384.0,1.0,59.0
False,1.0,0.0,1.0,73.0,1.0,8.0
True,18.0,3.0,14.0,156.0,3.0,43.0
True,14.0,0.0,14.0,69.0,2.0,14.0
False,3.0,0.0,3.0,50.0,1.0,4.0
False,2.0,0.0,2.0,70.0,2.0,9.0
True,30.0,0.0,30.0,164.0,1.0,30.0
False,1.0,0.0,0.0,4.0,0.0,0.0
False,6.0,0.0,4.0,142.0,2.0,19.0
True,38.0,0.0,38.0,183.0,1.0,38.0
False,54.0,1.0,51.0,440.0,3.0,80.0
False,7.0,0.0,7.0,38.0,1.0,7.0
False,6.0,0.0,6.0,57.0,1.0,10.0
False,11.0,0.0,8.0,91.0,3.0,19.0
False,1.0,0.0,1.0,13.0,1.0,1.0
False,2.0,0.0,2.0,36.0,3.0,8.0
True,15.0,2.0,13.0,123.0,1.0,28.0
False,13.0,0.0,13.0,119.0,4.0,26.0
False,3.0,0.0,3.0,24.0,2.0,3.0
True,4.0,0.0,4.0,29.0,1.0,4.0
False,1.0,0.0,0.0,5.0,2.0,1.0
True,58.0,0.0,58.0,565.0,1.0,58.0
True,6.0,0.0,6.0,38.0,1.0,6.0
False,2.0,0.0,2.0,18.0,1.0,3.0
False,10.0,1.0,9.0,269.0,1.0,67.0
False,20.0,12.0,8.0,260.0,1.0,58.0
False,4.0,0.0,3.0,29.0,3.0,4.0
False,0.0,0.0,0.0,3.0,0.0,0.0
False,11.0,1.0,10.0,94.0,1.0,16.0
False,13.0,2.0,10.0,146.0,2.0,34.0
True,6.0,1.0,5.0,48.0,1.0,7.0
False,21.0,17.0,4.0,567.0,1.0,94.0
False,6.0,0.0,5.0,114.0,2.0,9.0
False,1.0,1.0,0.0,13.0,1.0,1.0
False,7.0,0.0,7.0,77.0,0.0,0.0
False,4.0,0.0,0.0,29.0,0.0,0.0
False,3.0,0.0,3.0,55.0,1.0,9.0
False,10.0,0.0,5.0,89.0,2.0,11.0
False,1.0,0.0,1.0,23.0,2.0,3.0
False,3.0,0.0,3.0,21.0,1.0,7.0
False,1.0,0.0,1.0,9.0,3.0,1.0
False,2.0,0.0,2.0,33.0,1.0,6.0
False,1.0,0.0,1.0,34.0,1.0,3.0
False,2.0,0.0,2.0,57.0,1.0,2.0
False,4.0,0.0,4.0,90.0,2.0,4.0
False,4.0,0.0,4.0,53.0,2.0,4.0
False,8.0,0.0,2.0,89.0,1.0,14.0
False,1.0,0.0,1.0,28.0,2.0,1.0
False,8.0,0.0,5.0,64.0,3.0,8.0
False,7.0,0.0,6.0,74.0,3.0,8.0
False,2.0,0.0,2.0,48.0,2.0,9.0
False,4.0,0.0,4.0,50.0,2.0,7.0
False,3.0,0.0,3.0,58.0,1.0,6.0
False,4.0,0.0,4.0,46.0,1.0,9.0
False,5.0,0.0,0.0,13.0,0.0,0.0
False,7.0,5.0,1.0,348.0,2.0,62.0
False,2.0,0.0,2.0,24.0,2.0,3.0
True,7.0,0.0,7.0,48.0,2.0,8.0
False,4.0,2.0,2.0,74.0,1.0,9.0
False,3.0,2.0,1.0,163.0,2.0,16.0
True,8.0,0.0,8.0,71.0,3.0,9.0
False,7.0,1.0,6.0,69.0,3.0,8.0
False,3.0,0.0,3.0,43.0,2.0,5.0
False,9.0,0.0,9.0,85.0,3.0,13.0
True,18.0,0.0,18.0,179.0,4.0,29.0
True,12.0,0.0,12.0,107.0,3.0,16.0
True,2.0,0.0,2.0,13.0,2.0,2.0
False,13.0,0.0,0.0,29.0,1.0,0.0
False,38.0,0.0,38.0,233.0,1.0,38.0
False,2.0,0.0,2.0,135.0,5.0,13.0
False,8.0,0.0,6.0,156.0,2.0,29.0
False,3.0,0.0,3.0,43.0,3.0,4.0
False,2.0,0.0,2.0,18.0,3.0,2.0
False,4.0,0.0,4.0,51.0,1.0,7.0
False,3.0,0.0,2.0,47.0,2.0,4.0
False,4.0,0.0,4.0,34.0,4.0,5.0
False,3.0,0.0,3.0,27.0,1.0,4.0
False,4.0,0.0,4.0,135.0,5.0,11.0
False,2.0,0.0,2.0,21.0,1.0,2.0
False,4.0,0.0,3.0,53.0,1.0,6.0
False,6.0,3.0,1.0,135.0,1.0,25.0
False,30.0,1.0,29.0,496.0,1.0,30.0
True,11.0,0.0,10.0,124.0,1.0,11.0
False,5.0,0.0,5.0,51.0,4.0,6.0
True,14.0,0.0,11.0,228.0,1.0,18.0
False,2.0,1.0,1.0,29.0,1.0,2.0
True,10.0,3.0,5.0,228.0,3.0,11.0
False,1.0,0.0,1.0,27.0,1.0,3.0
False,6.0,0.0,6.0,138.0,1.0,8.0
False,2.0,0.0,1.0,63.0,2.0,12.0
False,6.0,0.0,0.0,75.0,2.0,0.0
False,11.0,0.0,1.0,317.0,2.0,26.0
False,10.0,0.0,8.0,77.0,2.0,17.0
False,2.0,0.0,2.0,27.0,3.0,3.0
False,8.0,0.0,0.0,58.0,0.0,0.0
True,9.0,0.0,9.0,117.0,3.0,9.0
False,2.0,0.0,2.0,236.0,2.0,27.0
False,3.0,0.0,1.0,81.0,2.0,9.0
False,2.0,0.0,0.0,17.0,0.0,0.0
False,5.0,0.0,5.0,84.0,3.0,15.0
True,4.0,0.0,4.0,36.0,3.0,4.0
False,3.0,0.0,3.0,48.0,2.0,5.0
False,3.0,0.0,2.0,29.0,3.0,3.0
False,1.0,0.0,1.0,18.0,3.0,1.0
False,5.0,0.0,4.0,72.0,3.0,5.0
False,7.0,0.0,7.0,109.0,3.0,8.0
False,6.0,0.0,6.0,169.0,2.0,9.0
False,4.0,0.0,3.0,130.0,5.0,13.0
False,1.0,0.0,1.0,8.0,2.0,1.0
False,2.0,0.0,2.0,162.0,1.0,8.0
False,2.0,0.0,1.0,58.0,2.0,3.0
False,8.0,0.0,5.0,90.0,1.0,9.0
False,2.0,0.0,2.0,58.0,2.0,7.0
False,3.0,0.0,0.0,61.0,2.0,7.0
False,1.0,0.0,1.0,11.0,2.0,3.0
False,6.0,1.0,4.0,109.0,1.0,7.0
False,3.0,0.0,2.0,23.0,3.0,4.0
False,7.0,1.0,6.0,122.0,1.0,13.0
False,3.0,0.0,3.0,87.0,3.0,16.0
False,1.0,0.0,1.0,95.0,2.0,10.0
False,2.0,0.0,2.0,178.0,1.0,10.0
False,4.0,0.0,4.0,14.0,0.0,0.0
False,1.0,0.0,1.0,43.0,2.0,9.0
False,4.0,0.0,4.0,75.0,2.0,15.0
False,1.0,0.0,1.0,19.0,1.0,3.0
False,3.0,0.0,0.0,32.0,0.0,2.0
False,3.0,0.0,3.0,45.0,3.0,3.0
True,4.0,0.0,4.0,37.0,1.0,4.0
False,22.0,19.0,3.0,441.0,3.0,100.0
False,25.0,0.0,0.0,77.0,2.0,0.0
False,2.0,1.0,1.0,44.0,1.0,5.0
False,18.0,1.0,17.0,147.0,1.0,36.0
False,2.0,0.0,2.0,60.0,2.0,5.0
False,5.0,2.0,3.0,184.0,2.0,17.0
False,4.0,2.0,2.0,109.0,3.0,21.0
False,5.0,2.0,1.0,89.0,2.0,12.0
False,2.0,0.0,1.0,41.0,2.0,6.0
False,2.0,0.0,2.0,61.0,3.0,7.0
False,6.0,4.0,1.0,200.0,2.0,41.0
False,4.0,0.0,3.0,44.0,3.0,6.0
False,12.0,2.0,5.0,237.0,1.0,34.0
False,2.0,0.0,2.0,29.0,2.0,2.0
False,1.0,0.0,1.0,23.0,1.0,1.0
False,30.0,5.0,9.0,508.0,2.0,60.0
False,9.0,0.0,9.0,131.0,2.0,22.0
False,4.0,0.0,4.0,95.0,1.0,11.0
False,14.0,2.0,12.0,215.0,1.0,29.0
False,3.0,0.0,2.0,174.0,2.0,8.0
False,8.0,0.0,8.0,147.0,3.0,8.0
False,11.0,1.0,9.0,274.0,3.0,26.0
False,2.0,0.0,2.0,42.0,1.0,3.0
False,5.0,0.0,3.0,47.0,2.0,5.0
False,15.0,0.0,15.0,95.0,1.0,23.0
False,6.0,0.0,6.0,50.0,1.0,6.0
False,13.0,2.0,11.0,187.0,2.0,29.0
False,33.0,0.0,32.0,102.0,2.0,61.0
False,2.0,0.0,2.0,56.0,2.0,3.0
False,12.0,0.0,8.0,300.0,3.0,35.0
False,2.0,1.0,1.0,24.0,2.0,2.0
True,21.0,0.0,2.0,466.0,2.0,47.0
False,5.0,0.0,5.0,95.0,1.0,5.0
True,2.0,0.0,1.0,35.0,1.0,2.0
False,7.0,1.0,6.0,139.0,1.0,13.0
False,25.0,10.0,14.0,1195.0,1.0,56.0
False,22.0,14.0,8.0,688.0,1.0,74.0
False,3.0,0.0,0.0,71.0,0.0,0.0
False,6.0,0.0,6.0,38.0,1.0,9.0
False,4.0,0.0,2.0,51.0,1.0,4.0
False,1.0,0.0,1.0,10.0,2.0,2.0
False,2.0,0.0,2.0,37.0,3.0,5.0
False,2.0,0.0,2.0,13.0,1.0,2.0
False,2.0,0.0,2.0,34.0,1.0,4.0
False,2.0,0.0,2.0,12.0,1.0,2.0
False,4.0,1.0,1.0,410.0,1.0,10.0
True,6.0,0.0,6.0,54.0,2.0,8.0
False,4.0,4.0,0.0,308.0,1.0,15.0
False,3.0,0.0,3.0,47.0,2.0,7.0
False,9.0,0.0,9.0,60.0,1.0,15.0
False,4.0,0.0,3.0,28.0,2.0,4.0
True,7.0,1.0,6.0,403.0,1.0,44.0
True,27.0,3.0,24.0,249.0,2.0,43.0
True,3.0,0.0,3.0,30.0,1.0,3.0
False,6.0,0.0,6.0,51.0,1.0,4.0
False,4.0,0.0,4.0,11.0,2.0,0.0
False,7.0,0.0,7.0,53.0,2.0,11.0
False,1.0,0.0,1.0,21.0,2.0,4.0
False,2.0,0.0,2.0,14.0,1.0,3.0
False,11.0,6.0,4.0,541.0,1.0,22.0
True,2.0,0.0,2.0,66.0,1.0,2.0
False,3.0,0.0,3.0,90.0,1.0,8.0
False,4.0,0.0,0.0,28.0,0.0,2.0
False,6.0,2.0,3.0,71.0,1.0,16.0
True,3.0,0.0,3.0,26.0,1.0,3.0
False,11.0,0.0,11.0,109.0,1.0,20.0
False,4.0,2.0,2.0,321.0,1.0,22.0
False,10.0,1.0,8.0,168.0,1.0,29.0
False,2.0,0.0,1.0,17.0,1.0,2.0
False,4.0,0.0,4.0,86.0,1.0,7.0
False,8.0,2.0,6.0,145.0,2.0,12.0
False,9.0,0.0,9.0,76.0,1.0,13.0
False,3.0,0.0,3.0,21.0,1.0,3.0
False,2.0,0.0,2.0,57.0,1.0,9.0
False,40.0,0.0,40.0,227.0,1.0,45.0
True,12.0,0.0,12.0,58.0,1.0,12.0
True,5.0,0.0,5.0,39.0,1.0,8.0
True,2.0,0.0,2.0,13.0,1.0,2.0
False,1.0,0.0,0.0,23.0,1.0,5.0
False,2.0,0.0,2.0,19.0,1.0,2.0
False,11.0,0.0,11.0,53.0,1.0,11.0
False,9.0,1.0,5.0,167.0,1.0,22.0
False,17.0,2.0,15.0,645.0,1.0,44.0
False,6.0,0.0,6.0,40.0,1.0,7.0
False,4.0,0.0,4.0,90.0,2.0,5.0
True,10.0,0.0,10.0,91.0,1.0,10.0
False,26.0,1.0,25.0,266.0,2.0,59.0
False,6.0,2.0,4.0,53.0,1.0,8.0
False,2.0,0.0,2.0,19.0,1.0,2.0
False,3.0,2.0,1.0,97.0,1.0,7.0
True,10.0,4.0,6.0,70.0,3.0,15.0
False,5.0,1.0,4.0,550.0,1.0,43.0
False,6.0,0.0,0.0,49.0,0.0,0.0
False,8.0,0.0,7.0,162.0,2.0,17.0
False,2.0,0.0,2.0,17.0,1.0,2.0
False,6.0,0.0,6.0,90.0,2.0,10.0
False,16.0,4.0,5.0,985.0,1.0,82.0
False,2.0,0.0,2.0,34.0,1.0,2.0
False,2.0,0.0,2.0,38.0,1.0,2.0
False,4.0,2.0,2.0,71.0,2.0,5.0
False,3.0,0.0,0.0,7.0,0.0,0.0
True,8.0,1.0,7.0,75.0,1.0,8.0
False,4.0,1.0,3.0,57.0,1.0,6.0
False,18.0,0.0,18.0,174.0,1.0,26.0
False,3.0,1.0,2.0,43.0,1.0,3.0
False,8.0,1.0,7.0,381.0,1.0,53.0
False,5.0,0.0,0.0,12.0,0.0,0.0
False,2.0,0.0,2.0,33.0,1.0,2.0
False,1.0,1.0,0.0,14.0,1.0,1.0
False,2.0,0.0,2.0,33.0,1.0,2.0
False,4.0,0.0,4.0,28.0,2.0,4.0
False,15.0,1.0,14.0,172.0,2.0,18.0
False,10.0,0.0,10.0,75.0,3.0,10.0
False,3.0,0.0,3.0,22.0,1.0,3.0
False,2.0,0.0,2.0,21.0,2.0,2.0
False,3.0,0.0,2.0,26.0,4.0,3.0
True,10.0,0.0,10.0,67.0,3.0,12.0
False,3.0,0.0,3.0,53.0,2.0,6.0
False,3.0,0.0,3.0,23.0,2.0,3.0
False,5.0,0.0,4.0,77.0,1.0,5.0
False,2.0,0.0,2.0,18.0,1.0,2.0
False,13.0,0.0,13.0,217.0,1.0,26.0
False,8.0,0.0,4.0,251.0,2.0,24.0
False,19.0,2.0,8.0,344.0,3.0,48.0
False,2.0,0.0,2.0,62.0,1.0,2.0
False,3.0,0.0,3.0,18.0,2.0,3.0
False,2.0,0.0,2.0,20.0,2.0,2.0
False,2.0,0.0,1.0,18.0,2.0,2.0
False,4.0,0.0,4.0,65.0,2.0,8.0
False,0.0,0.0,0.0,13.0,3.0,0.0
False,5.0,0.0,5.0,43.0,3.0,5.0
False,1.0,0.0,1.0,17.0,1.0,3.0
False,2.0,0.0,1.0,20.0,3.0,2.0
False,2.0,1.0,0.0,16.0,3.0,2.0
False,3.0,0.0,3.0,71.0,2.0,19.0
False,5.0,0.0,0.0,27.0,2.0,0.0
True,15.0,2.0,9.0,314.0,1.0,33.0
False,2.0,0.0,2.0,24.0,1.0,2.0
False,4.0,0.0,4.0,26.0,1.0,0.0
True,8.0,1.0,7.0,90.0,4.0,13.0
False,14.0,4.0,10.0,214.0,1.0,24.0
False,15.0,0.0,15.0,114.0,1.0,15.0
False,4.0,0.0,4.0,79.0,1.0,11.0
False,1.0,0.0,1.0,9.0,1.0,1.0
False,12.0,10.0,1.0,235.0,3.0,47.0
False,2.0,0.0,2.0,11.0,2.0,2.0
False,2.0,0.0,2.0,11.0,2.0,2.0
False,3.0,0.0,3.0,26.0,2.0,3.0
False,12.0,0.0,12.0,133.0,2.0,12.0
False,6.0,0.0,0.0,14.0,0.0,0.0
True,17.0,0.0,17.0,981.0,1.0,18.0
True,2.0,0.0,2.0,249.0,1.0,4.0
False,16.0,3.0,9.0,229.0,2.0,44.0
False,5.0,1.0,1.0,129.0,1.0,33.0
False,2.0,0.0,2.0,39.0,2.0,6.0
False,7.0,0.0,7.0,35.0,4.0,7.0
True,4.0,0.0,4.0,34.0,4.0,4.0
False,3.0,0.0,3.0,30.0,1.0,8.0
False,26.0,0.0,24.0,329.0,1.0,53.0
False,17.0,1.0,3.0,201.0,3.0,25.0
False,4.0,0.0,4.0,56.0,1.0,4.0
False,5.0,0.0,4.0,42.0,1.0,5.0
True,157.0,3.0,154.0,1610.0,1.0,271.0
False,1.0,0.0,1.0,56.0,2.0,8.0
False,7.0,0.0,7.0,45.0,2.0,8.0
False,9.0,0.0,9.0,97.0,1.0,16.0
False,1.0,0.0,0.0,12.0,2.0,0.0
False,2.0,0.0,1.0,20.0,3.0,2.0
False,3.0,0.0,0.0,24.0,8.0,3.0
False,10.0,0.0,8.0,106.0,1.0,13.0
False,3.0,0.0,3.0,34.0,1.0,4.0
False,4.0,0.0,4.0,57.0,1.0,6.0
False,7.0,0.0,7.0,59.0,2.0,11.0
False,4.0,0.0,4.0,47.0,1.0,7.0
False,3.0,0.0,3.0,101.0,1.0,4.0
False,2.0,0.0,2.0,56.0,2.0,6.0
False,5.0,1.0,4.0,50.0,4.0,6.0
False,1.0,0.0,1.0,21.0,1.0,2.0
False,3.0,0.0,3.0,14.0,1.0,3.0
False,2.0,0.0,2.0,13.0,1.0,2.0
False,9.0,0.0,8.0,125.0,2.0,19.0
False,18.0,0.0,16.0,127.0,2.0,18.0
False,3.0,0.0,1.0,25.0,2.0,3.0
False,48.0,14.0,28.0,1133.0,2.0,124.0
False,4.0,1.0,3.0,187.0,2.0,13.0
False,1.0,0.0,1.0,26.0,2.0,2.0
False,2.0,0.0,1.0,10.0,2.0,3.0
False,2.0,0.0,2.0,33.0,3.0,2.0
False,4.0,0.0,4.0,151.0,1.0,6.0
False,11.0,0.0,11.0,188.0,1.0,27.0
False,21.0,8.0,12.0,911.0,3.0,83.0
False,11.0,0.0,0.0,82.0,0.0,3.0
False,2.0,0.0,2.0,4.0,0.0,0.0
False,3.0,0.0,1.0,51.0,3.0,6.0
False,4.0,2.0,1.0,73.0,1.0,17.0
False,7.0,0.0,6.0,130.0,1.0,11.0
True,28.0,0.0,27.0,203.0,1.0,30.0
False,16.0,2.0,13.0,117.0,1.0,25.0
True,16.0,0.0,16.0,135.0,2.0,16.0
False,40.0,22.0,6.0,830.0,5.0,134.0
False,2.0,0.0,0.0,20.0,4.0,2.0
False,6.0,0.0,0.0,15.0,0.0,0.0
False,3.0,0.0,3.0,27.0,2.0,4.0
False,5.0,0.0,4.0,63.0,2.0,5.0
False,1.0,0.0,0.0,95.0,1.0,2.0
False,2.0,0.0,1.0,25.0,2.0,4.0
True,3.0,0.0,3.0,55.0,2.0,3.0
False,0.0,0.0,0.0,22.0,0.0,0.0
False,1.0,0.0,1.0,26.0,2.0,1.0
False,9.0,1.0,8.0,155.0,3.0,26.0
False,3.0,0.0,3.0,56.0,1.0,6.0
False,5.0,0.0,5.0,30.0,1.0,5.0
False,50.0,0.0,0.0,252.0,2.0,0.0
False,6.0,0.0,6.0,42.0,1.0,9.0
False,2.0,0.0,2.0,37.0,1.0,2.0
False,140.0,12.0,127.0,1888.0,2.0,296.0
False,20.0,4.0,15.0,153.0,2.0,28.0
False,2.0,0.0,2.0,159.0,2.0,33.0
False,2.0,0.0,2.0,61.0,2.0,9.0
False,2.0,0.0,2.0,105.0,2.0,18.0
False,3.0,0.0,3.0,24.0,2.0,4.0
False,4.0,0.0,3.0,23.0,2.0,5.0
False,2.0,0.0,2.0,44.0,2.0,7.0
False,2.0,0.0,2.0,72.0,2.0,13.0
False,1.0,0.0,1.0,5.0,1.0,1.0
False,2.0,0.0,2.0,86.0,2.0,16.0
False,1.0,0.0,1.0,5.0,1.0,1.0
False,2.0,0.0,2.0,70.0,2.0,13.0
False,2.0,0.0,2.0,35.0,2.0,8.0
False,1.0,0.0,1.0,5.0,1.0,1.0
False,1.0,0.0,1.0,5.0,1.0,1.0
False,5.0,4.0,1.0,116.0,1.0,12.0
False,34.0,14.0,14.0,1223.0,2.0,327.0
False,4.0,0.0,3.0,26.0,2.0,4.0
False,4.0,0.0,0.0,10.0,1.0,0.0
False,7.0,0.0,4.0,142.0,2.0,23.0
False,5.0,0.0,5.0,47.0,3.0,5.0
True,7.0,0.0,7.0,75.0,1.0,14.0
True,9.0,0.0,9.0,107.0,1.0,20.0
False,3.0,1.0,0.0,95.0,1.0,19.0
False,4.0,0.0,2.0,32.0,2.0,5.0
False,1.0,0.0,1.0,15.0,2.0,1.0
False,5.0,0.0,5.0,34.0,1.0,8.0
False,9.0,3.0,4.0,301.0,3.0,37.0
False,13.0,0.0,13.0,195.0,1.0,19.0
False,3.0,0.0,3.0,25.0,2.0,4.0
False,2.0,0.0,2.0,13.0,1.0,2.0
True,4.0,0.0,4.0,23.0,1.0,4.0
False,3.0,0.0,3.0,73.0,2.0,5.0
False,4.0,1.0,2.0,56.0,2.0,7.0
False,12.0,0.0,11.0,183.0,4.0,16.0
False,9.0,0.0,9.0,131.0,2.0,18.0
False,5.0,1.0,4.0,31.0,1.0,6.0
True,28.0,2.0,24.0,398.0,1.0,43.0
False,2.0,0.0,2.0,41.0,2.0,3.0
False,5.0,1.0,4.0,109.0,3.0,9.0
True,6.0,0.0,3.0,359.0,2.0,9.0
True,8.0,0.0,8.0,77.0,1.0,10.0
False,38.0,13.0,16.0,551.0,2.0,94.0
False,5.0,1.0,3.0,229.0,2.0,30.0
False,3.0,0.0,3.0,63.0,2.0,3.0
False,4.0,0.0,4.0,113.0,1.0,7.0
False,12.0,0.0,10.0,179.0,1.0,18.0
True,5.0,0.0,5.0,36.0,1.0,5.0
False,4.0,0.0,4.0,57.0,1.0,5.0
False,11.0,1.0,8.0,174.0,2.0,18.0
False,1.0,0.0,1.0,26.0,1.0,1.0
False,16.0,6.0,10.0,115.0,1.0,19.0
False,9.0,0.0,9.0,172.0,1.0,17.0
False,2.0,0.0,2.0,33.0,2.0,2.0
False,2.0,0.0,2.0,34.0,1.0,3.0
False,50.0,0.0,47.0,271.0,3.0,50.0
False,3.0,0.0,3.0,32.0,2.0,3.0
False,1.0,0.0,1.0,21.0,1.0,3.0
False,2.0,0.0,2.0,31.0,3.0,2.0
False,2.0,0.0,2.0,44.0,1.0,3.0
False,5.0,0.0,4.0,113.0,1.0,23.0
False,146.0,0.0,146.0,802.0,2.0,146.0
False,7.0,0.0,0.0,48.0,2.0,0.0
False,5.0,0.0,0.0,68.0,2.0,0.0
False,3.0,1.0,2.0,36.0,1.0,11.0
False,4.0,0.0,3.0,51.0,2.0,4.0
False,2.0,0.0,2.0,36.0,1.0,6.0
False,3.0,0.0,3.0,46.0,2.0,11.0
False,2.0,0.0,2.0,10.0,2.0,2.0
False,2.0,1.0,1.0,114.0,1.0,13.0
False,7.0,0.0,7.0,55.0,1.0,7.0
False,4.0,2.0,1.0,69.0,1.0,6.0
False,1.0,0.0,1.0,7.0,3.0,1.0
False,7.0,0.0,6.0,84.0,1.0,7.0
False,2.0,2.0,0.0,18.0,1.0,4.0
True,3.0,0.0,1.0,28.0,1.0,3.0
False,4.0,0.0,3.0,83.0,1.0,15.0
False,1.0,0.0,1.0,27.0,1.0,5.0
False,1.0,0.0,1.0,5.0,1.0,1.0
False,5.0,0.0,4.0,50.0,2.0,5.0
False,1.0,0.0,1.0,5.0,1.0,1.0
False,2.0,0.0,2.0,44.0,2.0,7.0
False,2.0,0.0,0.0,26.0,2.0,5.0
False,5.0,2.0,2.0,71.0,1.0,17.0
False,3.0,0.0,0.0,9.0,1.0,0.0
False,1.0,0.0,1.0,8.0,2.0,1.0
False,2.0,0.0,2.0,19.0,2.0,2.0
False,8.0,0.0,8.0,100.0,1.0,12.0
False,6.0,0.0,6.0,23.0,0.0,0.0
False,2.0,0.0,2.0,15.0,1.0,2.0
False,3.0,0.0,3.0,20.0,1.0,2.0
False,1.0,0.0,1.0,163.0,1.0,1.0
True,7.0,0.0,6.0,81.0,1.0,7.0
False,4.0,0.0,4.0,87.0,1.0,5.0
False,7.0,0.0,7.0,68.0,3.0,8.0
False,1.0,0.0,1.0,24.0,1.0,6.0
False,4.0,1.0,3.0,52.0,1.0,6.0
False,23.0,0.0,22.0,276.0,5.0,41.0
False,17.0,0.0,6.0,300.0,1.0,56.0
False,15.0,0.0,11.0,185.0,1.0,33.0
False,8.0,0.0,8.0,89.0,3.0,17.0
False,5.0,0.0,2.0,136.0,1.0,12.0
False,18.0,0.0,18.0,100.0,2.0,18.0
False,2.0,0.0,2.0,55.0,1.0,11.0
False,4.0,1.0,3.0,37.0,1.0,5.0
True,7.0,0.0,7.0,78.0,1.0,9.0
False,9.0,0.0,9.0,95.0,1.0,16.0
False,10.0,0.0,8.0,195.0,5.0,27.0
False,6.0,0.0,6.0,45.0,2.0,0.0
False,6.0,0.0,4.0,48.0,2.0,6.0
False,3.0,0.0,2.0,25.0,3.0,3.0
False,11.0,1.0,1.0,167.0,1.0,24.0
False,4.0,0.0,4.0,31.0,1.0,5.0
False,7.0,0.0,2.0,79.0,3.0,14.0
False,2.0,0.0,0.0,37.0,4.0,6.0
False,3.0,0.0,3.0,149.0,1.0,15.0
False,6.0,0.0,5.0,55.0,1.0,6.0
False,4.0,0.0,4.0,21.0,1.0,4.0
False,3.0,1.0,2.0,23.0,5.0,7.0
False,2.0,1.0,1.0,16.0,4.0,4.0
False,2.0,1.0,1.0,17.0,4.0,5.0
False,6.0,0.0,5.0,39.0,3.0,6.0
False,3.0,2.0,1.0,27.0,4.0,7.0
False,2.0,0.0,2.0,15.0,4.0,2.0
False,2.0,0.0,2.0,18.0,3.0,3.0
False,6.0,0.0,6.0,42.0,1.0,7.0
False,2.0,0.0,2.0,21.0,3.0,3.0
True,21.0,0.0,21.0,120.0,2.0,23.0
True,4.0,0.0,4.0,23.0,1.0,4.0
False,3.0,0.0,3.0,46.0,1.0,9.0
False,1.0,0.0,1.0,22.0,2.0,4.0
False,2.0,0.0,0.0,6.0,0.0,0.0
False,23.0,7.0,16.0,189.0,1.0,45.0
False,2.0,0.0,2.0,16.0,1.0,2.0
False,12.0,0.0,12.0,323.0,2.0,21.0
False,2.0,0.0,1.0,11.0,3.0,2.0
False,4.0,4.0,0.0,24.0,1.0,4.0
False,1.0,0.0,1.0,68.0,1.0,12.0
True,8.0,1.0,7.0,119.0,1.0,8.0
False,3.0,0.0,0.0,37.0,0.0,0.0
False,4.0,0.0,4.0,43.0,3.0,4.0
False,10.0,2.0,6.0,119.0,1.0,13.0
False,9.0,1.0,8.0,158.0,1.0,21.0
False,2.0,1.0,1.0,22.0,1.0,3.0
False,6.0,1.0,5.0,57.0,1.0,9.0
False,4.0,1.0,0.0,22.0,1.0,5.0
False,8.0,2.0,6.0,153.0,1.0,13.0
False,4.0,0.0,4.0,49.0,1.0,6.0
False,3.0,1.0,2.0,68.0,1.0,3.0
True,5.0,0.0,5.0,64.0,1.0,5.0
False,5.0,0.0,0.0,62.0,0.0,0.0
True,8.0,1.0,7.0,55.0,1.0,12.0
False,4.0,0.0,3.0,79.0,2.0,12.0
True,15.0,0.0,15.0,117.0,1.0,16.0
False,4.0,0.0,4.0,45.0,2.0,4.0
False,8.0,1.0,2.0,117.0,3.0,10.0
False,4.0,0.0,2.0,42.0,3.0,5.0
False,2.0,0.0,0.0,38.0,1.0,3.0
